input_n,adc_data,bb_i,bb_q,bb_valid_i
3026,33,17141,9868,1
3027,186,17141,9868,1
3028,186,17142,9858,1
3029,33,17142,9858,1
3030,128,17142,9858,1
3031,223,17142,9858,1
3032,70,17128,9873,1
3033,70,17128,9873,1
3034,223,17128,9873,1
3035,128,17128,9873,1
3036,33,17162,9843,1
3037,186,17162,9843,1
3038,186,17162,9843,1
3039,33,17162,9843,1
3040,128,17117,9884,1
3041,223,17117,9884,1
3042,70,17117,9884,1
3043,70,17117,9884,1
3044,223,17141,9868,1
3045,128,17141,9868,1
3046,33,17141,9868,1
3047,186,17141,9868,1
3048,186,17142,9858,1
3049,33,17142,9858,1
3050,128,17142,9858,1
3051,223,17142,9858,1
3052,70,17128,9873,1
3053,70,17128,9873,1
3054,223,17128,9873,1
3055,128,17128,9873,1
3056,33,17162,9843,1
3057,186,17162,9843,1
3058,186,17162,9843,1
3059,33,17162,9843,1
3060,128,17117,9884,1
3061,223,17117,9884,1
3062,70,17117,9884,1
3063,70,17117,9884,1
3064,223,17141,9868,1
3065,128,17141,9868,1
3066,33,17141,9868,1
3067,186,17141,9868,1
3068,186,17142,9858,1
3069,33,17142,9858,1
3070,128,17142,9858,1
3071,223,17142,9858,1
3072,70,17128,9873,1
3073,70,17128,9873,1
3074,223,17128,9873,1
3075,128,17128,9873,1
3076,33,17162,9843,1
3077,186,17162,9843,1
3078,186,17162,9843,1
3079,33,17162,9843,1
3080,128,17117,9884,1
3081,223,17117,9884,1
3082,70,17117,9884,1
3083,70,17117,9884,1
3084,223,17141,9868,1
3085,128,17141,9868,1
3086,33,17141,9868,1
3087,186,17141,9868,1
3088,186,17142,9858,1
3089,33,17142,9858,1
3090,128,17142,9858,1
3091,223,17142,9858,1
3092,70,17128,9873,1
3093,70,17128,9873,1
3094,223,17128,9873,1
3095,128,17128,9873,1
3096,33,17162,9843,1
3097,186,17162,9843,1
3098,186,17162,9843,1
3099,33,17162,9843,1
3100,128,17117,9884,1
3101,223,17117,9884,1
3102,70,17117,9884,1
3103,70,17117,9884,1
3104,223,17141,9868,1
3105,128,17141,9868,1
3106,33,17141,9868,1
3107,186,17141,9868,1
3108,186,17142,9858,1
3109,33,17142,9858,1
3110,128,17142,9858,1
3111,223,17142,9858,1
3112,70,17128,9873,1
3113,70,17128,9873,1
3114,223,17128,9873,1
3115,128,17128,9873,1
3116,33,17162,9843,1
3117,186,17162,9843,1
3118,186,17162,9843,1
3119,33,17162,9843,1
3120,128,17117,9884,1
3121,223,17117,9884,1
3122,70,17117,9884,1
3123,70,17117,9884,1
3124,223,17141,9868,1
3125,128,17141,9868,1
3126,33,17141,9868,1
3127,186,17141,9868,1
3128,186,17142,9858,1
3129,33,17142,9858,1
3130,128,17142,9858,1
3131,223,17142,9858,1
3132,70,17128,9873,1
3133,70,17128,9873,1
3134,223,17128,9873,1
3135,128,17128,9873,1
3136,33,17162,9843,1
3137,186,17162,9843,1
3138,186,17162,9843,1
3139,33,17162,9843,1
3140,128,17117,9884,1
3141,223,17117,9884,1
3142,70,17117,9884,1
3143,70,17117,9884,1
3144,223,17141,9868,1
3145,128,17141,9868,1
3146,33,17141,9868,1
3147,186,17141,9868,1
3148,186,17142,9858,1
3149,33,17142,9858,1
3150,128,17142,9858,1
3151,223,17142,9858,1
3152,70,17128,9873,1
3153,70,17128,9873,1
3154,223,17128,9873,1
3155,128,17128,9873,1
3156,33,17162,9843,1
3157,186,17162,9843,1
3158,186,17162,9843,1
3159,33,17162,9843,1
3160,128,17117,9884,1
3161,223,17117,9884,1
3162,70,17117,9884,1
3163,70,17117,9884,1
3164,223,17141,9868,1
3165,128,17141,9868,1
3166,33,17141,9868,1
3167,186,17141,9868,1
3168,186,17142,9858,1
3169,33,17142,9858,1
3170,128,17142,9858,1
3171,223,17142,9858,1
3172,70,17128,9873,1
3173,70,17128,9873,1
3174,223,17128,9873,1
3175,128,17128,9873,1
3176,33,17162,9843,1
3177,186,17162,9843,1
3178,186,17162,9843,1
3179,33,17162,9843,1
3180,128,17117,9884,1
3181,223,17117,9884,1
3182,70,17117,9884,1
3183,70,17117,9884,1
3184,223,17141,9868,1
3185,128,17141,9868,1
3186,33,17141,9868,1
3187,186,17141,9868,1
3188,186,17142,9858,1
3189,33,17142,9858,1
3190,128,17142,9858,1
3191,223,17142,9858,1
3192,70,17128,9873,1
3193,70,17128,9873,1
3194,223,17128,9873,1
3195,128,17128,9873,1
3196,33,17162,9843,1
3197,186,17162,9843,1
3198,186,17162,9843,1
3199,33,17162,9843,1
3200,128,17117,9884,1
3201,223,17117,9884,1
3202,70,17117,9884,1
3203,70,17117,9884,1
3204,223,17141,9868,1
3205,128,17141,9868,1
3206,33,17141,9868,1
3207,186,17141,9868,1
3208,186,17142,9858,1
3209,33,17142,9858,1
3210,128,17142,9858,1
3211,223,17142,9858,1
3212,70,17128,9873,1
3213,70,17128,9873,1
3214,223,17128,9873,1
3215,128,17128,9873,1
3216,33,17162,9843,1
3217,186,17162,9843,1
3218,186,17162,9843,1
3219,33,17162,9843,1
3220,128,17117,9884,1
3221,223,17117,9884,1
3222,70,17117,9884,1
3223,70,17117,9884,1
3224,223,17141,9868,1
3225,128,17141,9868,1
3226,33,17141,9868,1
3227,186,17141,9868,1
3228,186,17142,9858,1
3229,33,17142,9858,1
3230,128,17142,9858,1
3231,223,17142,9858,1
3232,70,17128,9873,1
3233,70,17128,9873,1
3234,223,17128,9873,1
3235,128,17128,9873,1
3236,33,17162,9843,1
3237,186,17162,9843,1
3238,186,17162,9843,1
3239,33,17162,9843,1
3240,128,17117,9884,1
3241,223,17117,9884,1
3242,70,17117,9884,1
3243,70,17117,9884,1
3244,223,17141,9868,1
3245,128,17141,9868,1
3246,33,17141,9868,1
3247,186,17141,9868,1
3248,186,17142,9858,1
3249,33,17142,9858,1
3250,128,17142,9858,1
3251,223,17142,9858,1
3252,70,17128,9873,1
3253,70,17128,9873,1
3254,223,17128,9873,1
3255,128,17128,9873,1
3256,33,17162,9843,1
3257,186,17162,9843,1
3258,186,17162,9843,1
3259,33,17162,9843,1
3260,128,17117,9884,1
3261,223,17117,9884,1
3262,70,17117,9884,1
3263,70,17117,9884,1
3264,223,17141,9868,1
3265,128,17141,9868,1
3266,33,17141,9868,1
3267,186,17141,9868,1
3268,186,17142,9858,1
3269,33,17142,9858,1
3270,128,17142,9858,1
3271,223,17142,9858,1
3272,70,17128,9873,1
3273,70,17128,9873,1
3274,223,17128,9873,1
3275,128,17128,9873,1
3276,33,17162,9843,1
3277,186,17162,9843,1
3278,186,17162,9843,1
3279,33,17162,9843,1
3280,128,17117,9884,1
3281,223,17117,9884,1
3282,70,17117,9884,1
3283,70,17117,9884,1
3284,223,17141,9868,1
3285,128,17141,9868,1
3286,33,17141,9868,1
3287,186,17141,9868,1
3288,186,17142,9858,1
3289,33,17142,9858,1
3290,128,17142,9858,1
3291,223,17142,9858,1
3292,70,17128,9873,1
3293,70,17128,9873,1
3294,223,17128,9873,1
3295,128,17128,9873,1
3296,33,17162,9843,1
3297,186,17162,9843,1
3298,186,17162,9843,1
3299,33,17162,9843,1
3300,128,17117,9884,1
3301,223,17117,9884,1
3302,70,17117,9884,1
3303,70,17117,9884,1
3304,223,17141,9868,1
3305,128,17141,9868,1
3306,33,17141,9868,1
3307,186,17141,9868,1
3308,186,17142,9858,1
3309,33,17142,9858,1
3310,128,17142,9858,1
3311,223,17142,9858,1
3312,70,17128,9873,1
3313,70,17128,9873,1
3314,223,17128,9873,1
3315,128,17128,9873,1
3316,33,17162,9843,1
3317,186,17162,9843,1
3318,186,17162,9843,1
3319,33,17162,9843,1
3320,128,17117,9884,1
3321,223,17117,9884,1
3322,70,17117,9884,1
3323,70,17117,9884,1
3324,223,17141,9868,1
3325,128,17141,9868,1
3326,33,17141,9868,1
3327,186,17141,9868,1
3328,186,17142,9858,1
3329,33,17142,9858,1
3330,128,17142,9858,1
3331,223,17142,9858,1
3332,70,17128,9873,1
3333,70,17128,9873,1
3334,223,17128,9873,1
3335,128,17128,9873,1
3336,33,17162,9843,1
3337,186,17162,9843,1
3338,186,17162,9843,1
3339,33,17162,9843,1
3340,128,17117,9884,1
3341,223,17117,9884,1
3342,70,17117,9884,1
3343,70,17117,9884,1
3344,223,17141,9868,1
3345,128,17141,9868,1
3346,33,17141,9868,1
3347,186,17141,9868,1
3348,186,17142,9858,1
3349,33,17142,9858,1
3350,128,17142,9858,1
3351,223,17142,9858,1
3352,70,17128,9873,1
3353,70,17128,9873,1
3354,223,17128,9873,1
3355,128,17128,9873,1
3356,33,17162,9843,1
3357,186,17162,9843,1
3358,186,17162,9843,1
3359,33,17162,9843,1
3360,128,17117,9884,1
3361,223,17117,9884,1
3362,70,17117,9884,1
3363,70,17117,9884,1
3364,223,17141,9868,1
3365,128,17141,9868,1
3366,33,17141,9868,1
3367,186,17141,9868,1
3368,186,17142,9858,1
3369,33,17142,9858,1
3370,128,17142,9858,1
3371,223,17142,9858,1
3372,70,17128,9873,1
3373,70,17128,9873,1
3374,223,17128,9873,1
3375,128,17128,9873,1
3376,33,17162,9843,1
3377,186,17162,9843,1
3378,186,17162,9843,1
3379,33,17162,9843,1
3380,128,17117,9884,1
3381,223,17117,9884,1
3382,70,17117,9884,1
3383,70,17117,9884,1
3384,223,17141,9868,1
3385,128,17141,9868,1
3386,33,17141,9868,1
3387,186,17141,9868,1
3388,186,17142,9858,1
3389,33,17142,9858,1
3390,128,17142,9858,1
3391,223,17142,9858,1
3392,70,17128,9873,1
3393,70,17128,9873,1
3394,223,17128,9873,1
3395,128,17128,9873,1
3396,33,17162,9843,1
3397,186,17162,9843,1
3398,186,17162,9843,1
3399,33,17162,9843,1
3400,128,17117,9884,1
3401,223,17117,9884,1
3402,70,17117,9884,1
3403,70,17117,9884,1
3404,223,17141,9868,1
3405,128,17141,9868,1
3406,33,17141,9868,1
3407,186,17141,9868,1
3408,186,17142,9858,1
3409,33,17142,9858,1
3410,128,17142,9858,1
3411,223,17142,9858,1
3412,70,17128,9873,1
3413,70,17128,9873,1
3414,223,17128,9873,1
3415,128,17128,9873,1
3416,33,17162,9843,1
3417,186,17162,9843,1
3418,186,17162,9843,1
3419,33,17162,9843,1
3420,128,17117,9884,1
3421,223,17117,9884,1
3422,70,17117,9884,1
3423,70,17117,9884,1
3424,223,17141,9868,1
3425,128,17141,9868,1
3426,33,17141,9868,1
3427,186,17141,9868,1
3428,186,17142,9858,1
3429,33,17142,9858,1
3430,128,17142,9858,1
3431,223,17142,9858,1
3432,70,17128,9873,1
3433,70,17128,9873,1
3434,223,17128,9873,1
3435,128,17128,9873,1
3436,33,17162,9843,1
3437,186,17162,9843,1
3438,186,17162,9843,1
3439,33,17162,9843,1
3440,128,17117,9884,1
3441,223,17117,9884,1
3442,70,17117,9884,1
3443,70,17117,9884,1
3444,223,17141,9868,1
3445,128,17141,9868,1
3446,33,17141,9868,1
3447,186,17141,9868,1
3448,186,17142,9858,1
3449,33,17142,9858,1
3450,128,17142,9858,1
3451,223,17142,9858,1
3452,70,17128,9873,1
3453,70,17128,9873,1
3454,223,17128,9873,1
3455,128,17128,9873,1
3456,33,17162,9843,1
3457,186,17162,9843,1
3458,186,17162,9843,1
3459,33,17162,9843,1
3460,128,17117,9884,1
3461,223,17117,9884,1
3462,70,17117,9884,1
3463,70,17117,9884,1
3464,223,17141,9868,1
3465,128,17141,9868,1
3466,33,17141,9868,1
3467,186,17141,9868,1
3468,186,17142,9858,1
3469,33,17142,9858,1
3470,128,17142,9858,1
3471,223,17142,9858,1
3472,70,17128,9873,1
3473,70,17128,9873,1
3474,223,17128,9873,1
3475,128,17128,9873,1
3476,33,17162,9843,1
3477,186,17162,9843,1
3478,186,17162,9843,1
3479,33,17162,9843,1
3480,128,17117,9884,1
3481,223,17117,9884,1
3482,70,17117,9884,1
3483,70,17117,9884,1
3484,223,17141,9868,1
3485,128,17141,9868,1
3486,33,17141,9868,1
3487,186,17141,9868,1
3488,186,17142,9858,1
3489,33,17142,9858,1
3490,128,17142,9858,1
3491,223,17142,9858,1
3492,70,17128,9873,1
3493,70,17128,9873,1
3494,223,17128,9873,1
3495,128,17128,9873,1
3496,33,17162,9843,1
3497,186,17162,9843,1
3498,186,17162,9843,1
3499,33,17162,9843,1
3500,128,17117,9884,1
3501,223,17117,9884,1
3502,70,17117,9884,1
3503,70,17117,9884,1
3504,223,17141,9868,1
3505,128,17141,9868,1
3506,33,17141,9868,1
3507,186,17141,9868,1
3508,186,17142,9858,1
3509,33,17142,9858,1
3510,128,17142,9858,1
3511,223,17142,9858,1
3512,70,17128,9873,1
3513,70,17128,9873,1
3514,223,17128,9873,1
3515,128,17128,9873,1
3516,33,17162,9843,1
3517,186,17162,9843,1
3518,186,17162,9843,1
3519,33,17162,9843,1
3520,128,17117,9884,1
3521,223,17117,9884,1
3522,70,17117,9884,1
3523,70,17117,9884,1
3524,223,17141,9868,1
3525,128,17141,9868,1
3526,33,17141,9868,1
3527,186,17141,9868,1
3528,186,17142,9858,1
3529,33,17142,9858,1
3530,128,17142,9858,1
3531,223,17142,9858,1
3532,70,17128,9873,1
3533,70,17128,9873,1
3534,223,17128,9873,1
3535,128,17128,9873,1
3536,33,17162,9843,1
3537,186,17162,9843,1
3538,186,17162,9843,1
3539,33,17162,9843,1
3540,128,17117,9884,1
3541,223,17117,9884,1
3542,70,17117,9884,1
3543,70,17117,9884,1
3544,223,17141,9868,1
3545,128,17141,9868,1
3546,33,17141,9868,1
3547,186,17141,9868,1
3548,186,17142,9858,1
3549,33,17142,9858,1
3550,128,17142,9858,1
3551,223,17142,9858,1
3552,70,17128,9873,1
3553,70,17128,9873,1
3554,223,17128,9873,1
3555,128,17128,9873,1
3556,33,17162,9843,1
3557,186,17162,9843,1
3558,186,17162,9843,1
3559,33,17162,9843,1
3560,128,17117,9884,1
3561,223,17117,9884,1
3562,70,17117,9884,1
3563,70,17117,9884,1
3564,223,17141,9868,1
3565,128,17141,9868,1
3566,33,17141,9868,1
3567,186,17141,9868,1
3568,186,17142,9858,1
3569,33,17142,9858,1
3570,128,17142,9858,1
3571,223,17142,9858,1
3572,70,17128,9873,1
3573,70,17128,9873,1
3574,223,17128,9873,1
3575,128,17128,9873,1
3576,33,17162,9843,1
3577,186,17162,9843,1
3578,186,17162,9843,1
3579,33,17162,9843,1
3580,128,17117,9884,1
3581,223,17117,9884,1
3582,70,17117,9884,1
3583,70,17117,9884,1
3584,223,17141,9868,1
3585,128,17141,9868,1
3586,33,17141,9868,1
3587,186,17141,9868,1
3588,186,17142,9858,1
3589,33,17142,9858,1
3590,128,17142,9858,1
3591,223,17142,9858,1
3592,70,17128,9873,1
3593,70,17128,9873,1
3594,223,17128,9873,1
3595,128,17128,9873,1
3596,33,17162,9843,1
3597,186,17162,9843,1
3598,186,17162,9843,1
3599,33,17162,9843,1
3600,128,17117,9884,1
3601,223,17117,9884,1
3602,70,17117,9884,1
3603,70,17117,9884,1
3604,223,17141,9868,1
3605,128,17141,9868,1
3606,33,17141,9868,1
3607,186,17141,9868,1
3608,186,17142,9858,1
3609,33,17142,9858,1
3610,128,17142,9858,1
3611,223,17142,9858,1
3612,70,17128,9873,1
3613,70,17128,9873,1
3614,223,17128,9873,1
3615,128,17128,9873,1
3616,33,17162,9843,1
3617,186,17162,9843,1
3618,186,17162,9843,1
3619,33,17162,9843,1
3620,128,17117,9884,1
3621,223,17117,9884,1
3622,70,17117,9884,1
3623,70,17117,9884,1
3624,223,17141,9868,1
3625,128,17141,9868,1
3626,33,17141,9868,1
3627,186,17141,9868,1
3628,186,17142,9858,1
3629,33,17142,9858,1
3630,128,17142,9858,1
3631,223,17142,9858,1
3632,70,17128,9873,1
3633,70,17128,9873,1
3634,223,17128,9873,1
3635,128,17128,9873,1
3636,33,17162,9843,1
3637,186,17162,9843,1
3638,186,17162,9843,1
3639,33,17162,9843,1
3640,128,17117,9884,1
3641,223,17117,9884,1
3642,70,17117,9884,1
3643,70,17117,9884,1
3644,223,17141,9868,1
3645,128,17141,9868,1
3646,33,17141,9868,1
3647,186,17141,9868,1
3648,186,17142,9858,1
3649,33,17142,9858,1
3650,128,17142,9858,1
3651,223,17142,9858,1
3652,70,17128,9873,1
3653,70,17128,9873,1
3654,223,17128,9873,1
3655,128,17128,9873,1
3656,33,17162,9843,1
3657,186,17162,9843,1
3658,186,17162,9843,1
3659,33,17162,9843,1
3660,128,17117,9884,1
3661,223,17117,9884,1
3662,70,17117,9884,1
3663,70,17117,9884,1
3664,223,17141,9868,1
3665,128,17141,9868,1
3666,33,17141,9868,1
3667,186,17141,9868,1
3668,186,17142,9858,1
3669,33,17142,9858,1
3670,128,17142,9858,1
3671,223,17142,9858,1
3672,70,17128,9873,1
3673,70,17128,9873,1
3674,223,17128,9873,1
3675,128,17128,9873,1
3676,33,17162,9843,1
3677,186,17162,9843,1
3678,186,17162,9843,1
3679,33,17162,9843,1
3680,128,17117,9884,1
3681,223,17117,9884,1
3682,70,17117,9884,1
3683,70,17117,9884,1
3684,223,17141,9868,1
3685,128,17141,9868,1
3686,33,17141,9868,1
3687,186,17141,9868,1
3688,186,17142,9858,1
3689,33,17142,9858,1
3690,128,17142,9858,1
3691,223,17142,9858,1
3692,70,17128,9873,1
3693,70,17128,9873,1
3694,223,17128,9873,1
3695,128,17128,9873,1
3696,33,17162,9843,1
3697,186,17162,9843,1
3698,186,17162,9843,1
3699,33,17162,9843,1
3700,128,17117,9884,1
3701,223,17117,9884,1
3702,70,17117,9884,1
3703,70,17117,9884,1
3704,223,17141,9868,1
3705,128,17141,9868,1
3706,33,17141,9868,1
3707,186,17141,9868,1
3708,186,17142,9858,1
3709,33,17142,9858,1
3710,128,17142,9858,1
3711,223,17142,9858,1
3712,70,17128,9873,1
3713,70,17128,9873,1
3714,223,17128,9873,1
3715,128,17128,9873,1
3716,33,17162,9843,1
3717,186,17162,9843,1
3718,186,17162,9843,1
3719,33,17162,9843,1
3720,128,17117,9884,1
3721,223,17117,9884,1
3722,70,17117,9884,1
3723,70,17117,9884,1
3724,223,17141,9868,1
3725,128,17141,9868,1
3726,33,17141,9868,1
3727,186,17141,9868,1
3728,186,17142,9858,1
3729,33,17142,9858,1
3730,128,17142,9858,1
3731,223,17142,9858,1
3732,70,17128,9873,1
3733,70,17128,9873,1
3734,223,17128,9873,1
3735,128,17128,9873,1
3736,33,17162,9843,1
3737,186,17162,9843,1
3738,186,17162,9843,1
3739,33,17162,9843,1
3740,128,17117,9884,1
3741,223,17117,9884,1
3742,70,17117,9884,1
3743,70,17117,9884,1
3744,223,17141,9868,1
3745,128,17141,9868,1
3746,33,17141,9868,1
3747,186,17141,9868,1
3748,186,17142,9858,1
3749,33,17142,9858,1
3750,128,17142,9858,1
3751,223,17142,9858,1
3752,70,17128,9873,1
3753,70,17128,9873,1
3754,223,17128,9873,1
3755,128,17128,9873,1
3756,33,17162,9843,1
3757,186,17162,9843,1
3758,186,17162,9843,1
3759,33,17162,9843,1
3760,128,17117,9884,1
3761,223,17117,9884,1
3762,70,17117,9884,1
3763,70,17117,9884,1
3764,223,17141,9868,1
3765,128,17141,9868,1
3766,33,17141,9868,1
3767,186,17141,9868,1
3768,186,17142,9858,1
3769,33,17142,9858,1
3770,128,17142,9858,1
3771,223,17142,9858,1
3772,70,17128,9873,1
3773,70,17128,9873,1
3774,223,17128,9873,1
3775,128,17128,9873,1
3776,33,17162,9843,1
3777,186,17162,9843,1
3778,186,17162,9843,1
3779,33,17162,9843,1
3780,128,17117,9884,1
3781,223,17117,9884,1
3782,70,17117,9884,1
3783,70,17117,9884,1
3784,223,17141,9868,1
3785,128,17141,9868,1
3786,33,17141,9868,1
3787,186,17141,9868,1
3788,186,17142,9858,1
3789,33,17142,9858,1
3790,128,17142,9858,1
3791,223,17142,9858,1
3792,70,17128,9873,1
3793,70,17128,9873,1
3794,223,17128,9873,1
3795,128,17128,9873,1
3796,33,17162,9843,1
3797,186,17162,9843,1
3798,186,17162,9843,1
3799,33,17162,9843,1
3800,128,17117,9884,1
3801,223,17117,9884,1
3802,70,17117,9884,1
3803,70,17117,9884,1
3804,223,17141,9868,1
3805,128,17141,9868,1
3806,33,17141,9868,1
3807,186,17141,9868,1
3808,186,17142,9858,1
3809,33,17142,9858,1
3810,128,17142,9858,1
3811,223,17142,9858,1
3812,70,17128,9873,1
3813,70,17128,9873,1
3814,223,17128,9873,1
3815,128,17128,9873,1
3816,33,17162,9843,1
3817,186,17162,9843,1
3818,186,17162,9843,1
3819,33,17162,9843,1
3820,128,17117,9884,1
3821,223,17117,9884,1
3822,70,17117,9884,1
3823,70,17117,9884,1
3824,223,17141,9868,1
3825,128,17141,9868,1
3826,33,17141,9868,1
3827,186,17141,9868,1
3828,186,17142,9858,1
3829,33,17142,9858,1
3830,128,17142,9858,1
3831,223,17142,9858,1
3832,70,17128,9873,1
3833,70,17128,9873,1
3834,223,17128,9873,1
3835,128,17128,9873,1
3836,33,17162,9843,1
3837,186,17162,9843,1
3838,186,17162,9843,1
3839,33,17162,9843,1
3840,128,17117,9884,1
3841,223,17117,9884,1
3842,70,17117,9884,1
3843,70,17117,9884,1
3844,223,17141,9868,1
3845,128,17141,9868,1
3846,33,17141,9868,1
3847,186,17141,9868,1
3848,186,17142,9858,1
3849,33,17142,9858,1
3850,128,17142,9858,1
3851,223,17142,9858,1
3852,70,17128,9873,1
3853,70,17128,9873,1
3854,223,17128,9873,1
3855,128,17128,9873,1
3856,33,17162,9843,1
3857,186,17162,9843,1
3858,186,17162,9843,1
3859,33,17162,9843,1
3860,128,17117,9884,1
3861,223,17117,9884,1
3862,70,17117,9884,1
3863,70,17117,9884,1
3864,223,17141,9868,1
3865,128,17141,9868,1
3866,33,17141,9868,1
3867,186,17141,9868,1
3868,186,17142,9858,1
3869,33,17142,9858,1
3870,128,17142,9858,1
3871,223,17142,9858,1
3872,70,17128,9873,1
3873,70,17128,9873,1
3874,223,17128,9873,1
3875,128,17128,9873,1
3876,33,17162,9843,1
3877,186,17162,9843,1
3878,186,17162,9843,1
3879,33,17162,9843,1
3880,128,17117,9884,1
3881,223,17117,9884,1
3882,70,17117,9884,1
3883,70,17117,9884,1
3884,223,17141,9868,1
3885,128,17141,9868,1
3886,33,17141,9868,1
3887,186,17141,9868,1
3888,186,17142,9858,1
3889,33,17142,9858,1
3890,128,17142,9858,1
3891,223,17142,9858,1
3892,70,17128,9873,1
3893,70,17128,9873,1
3894,223,17128,9873,1
3895,128,17128,9873,1
3896,33,17162,9843,1
3897,186,17162,9843,1
3898,186,17162,9843,1
3899,33,17162,9843,1
3900,128,17117,9884,1
3901,223,17117,9884,1
3902,70,17117,9884,1
3903,70,17117,9884,1
3904,223,17141,9868,1
3905,128,17141,9868,1
3906,33,17141,9868,1
3907,186,17141,9868,1
3908,186,17142,9858,1
3909,33,17142,9858,1
3910,128,17142,9858,1
3911,223,17142,9858,1
3912,70,17128,9873,1
3913,70,17128,9873,1
3914,223,17128,9873,1
3915,128,17128,9873,1
3916,33,17162,9843,1
3917,186,17162,9843,1
3918,186,17162,9843,1
3919,33,17162,9843,1
3920,128,17117,9884,1
3921,223,17117,9884,1
3922,70,17117,9884,1
3923,70,17117,9884,1
3924,223,17141,9868,1
3925,128,17141,9868,1
3926,33,17141,9868,1
3927,186,17141,9868,1
3928,186,17142,9858,1
3929,33,17142,9858,1
3930,128,17142,9858,1
3931,223,17142,9858,1
3932,70,17128,9873,1
3933,70,17128,9873,1
3934,223,17128,9873,1
3935,128,17128,9873,1
3936,33,17162,9843,1
3937,186,17162,9843,1
3938,186,17162,9843,1
3939,33,17162,9843,1
3940,128,17117,9884,1
3941,223,17117,9884,1
3942,70,17117,9884,1
3943,70,17117,9884,1
3944,223,17141,9868,1
3945,128,17141,9868,1
3946,33,17141,9868,1
3947,186,17141,9868,1
3948,186,17142,9858,1
3949,33,17142,9858,1
3950,128,17142,9858,1
3951,223,17142,9858,1
3952,70,17128,9873,1
3953,70,17128,9873,1
3954,223,17128,9873,1
3955,128,17128,9873,1
3956,33,17162,9843,1
3957,186,17162,9843,1
3958,186,17162,9843,1
3959,33,17162,9843,1
3960,128,17117,9884,1
3961,223,17117,9884,1
3962,70,17117,9884,1
3963,70,17117,9884,1
3964,223,17141,9868,1
3965,128,17141,9868,1
3966,33,17141,9868,1
3967,186,17141,9868,1
3968,186,17142,9858,1
3969,33,17142,9858,1
3970,128,17142,9858,1
3971,223,17142,9858,1
3972,70,17128,9873,1
3973,70,17128,9873,1
3974,223,17128,9873,1
3975,128,17128,9873,1
3976,33,17162,9843,1
3977,186,17162,9843,1
3978,186,17162,9843,1
3979,33,17162,9843,1
3980,128,17117,9884,1
3981,223,17117,9884,1
3982,70,17117,9884,1
3983,70,17117,9884,1
3984,223,17141,9868,1
3985,128,17141,9868,1
3986,33,17141,9868,1
3987,186,17141,9868,1
3988,186,17142,9858,1
3989,33,17142,9858,1
3990,128,17142,9858,1
3991,223,17142,9858,1
3992,70,17128,9873,1
3993,70,17128,9873,1
3994,223,17128,9873,1
3995,128,17128,9873,1
3996,33,17162,9843,1
3997,186,17162,9843,1
3998,186,17162,9843,1
3999,33,17162,9843,1
